customer_id,gender,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_tickets,last_login_days,usage_frequency,plan_type,has_premium_support,churn
CUST-2839,Female,20,20,57.5,1131.11,One year,Credit card,DSL,3,5,15,Standard,No,No
CUST-2840,Male,69,39,100.39,3900.01,One year,Electronic check,Fiber optic,4,12,14,Premium,No,Yes
CUST-2841,Male,21,6,42.6,252.75,Month-to-month,Electronic check,DSL,2,8,24,Basic,No,No
CUST-2842,Female,78,5,51.3,272.73,Month-to-month,Mailed check,DSL,4,15,19,Basic,Yes,Yes
CUST-2843,Female,43,27,40.36,1105.35,One year,Bank transfer,DSL,0,0,21,Basic,No,No
CUST-2844,Female,28,5,93.51,475.49,Month-to-month,Electronic check,Fiber optic,4,8,13,Standard,Yes,Yes
CUST-2845,Female,19,1,51.81,51.81,Month-to-month,Electronic check,DSL,2,23,12,Standard,No,Yes
CUST-2846,Male,31,23,57.46,1306.19,One year,Electronic check,Fiber optic,2,27,17,Basic,No,No
CUST-2847,Female,61,11,80.93,911.25,Month-to-month,Mailed check,Fiber optic,1,6,20,Standard,No,Yes
CUST-2848,Male,47,66,74.94,4938.96,Two year,Credit card,Fiber optic,3,17,1,Standard,No,No
CUST-2849,Female,66,6,57.54,314.42,Month-to-month,Bank transfer,Fiber optic,6,29,17,Basic,No,Yes
CUST-2850,Male,29,19,83.09,1559.49,One year,Mailed check,Fiber optic,3,15,17,Basic,Yes,Yes
CUST-2851,Female,43,9,73.39,646.44,Month-to-month,Electronic check,Fiber optic,3,6,18,Standard,Yes,Yes
CUST-2852,Male,61,65,78.12,5070.95,Two year,Electronic check,Fiber optic,1,17,12,Basic,Yes,No
CUST-2853,Male,50,2,69.63,137.8,Month-to-month,Mailed check,Fiber optic,4,8,14,Basic,Yes,Yes
CUST-2854,Female,30,18,25.99,440.46,One year,Credit card,No,0,27,11,Basic,Yes,No
CUST-2855,Male,31,26,82.16,2126.47,One year,Electronic check,Fiber optic,4,19,2,Standard,No,Yes
CUST-2856,Female,41,1,91.64,91.64,Month-to-month,Mailed check,Fiber optic,3,1,12,Standard,No,Yes
CUST-2857,Male,79,15,93.51,1398.61,Month-to-month,Credit card,Fiber optic,3,4,24,Standard,Yes,Yes
CUST-2858,Male,51,23,69.9,1592.14,One year,Credit card,Fiber optic,1,8,15,Basic,Yes,No
CUST-2859,Male,61,48,39.77,1958.41,Two year,Electronic check,DSL,1,3,22,Basic,No,No
CUST-2860,Male,43,9,78.56,699.92,Month-to-month,Electronic check,Fiber optic,3,15,19,Standard,No,Yes
CUST-2861,Female,38,7,64.63,440.5,Month-to-month,Electronic check,Fiber optic,5,20,0,Basic,Yes,Yes
CUST-2862,Male,45,58,80.29,4634.86,Two year,Bank transfer,Fiber optic,2,23,6,Standard,No,No
CUST-2863,Female,65,2,19.99,55.23,Month-to-month,Credit card,No,7,2,10,Basic,No,No
CUST-2864,Female,53,37,83.7,3059.8,Two year,Electronic check,Fiber optic,2,5,20,Standard,No,No
CUST-2865,Male,57,16,93.46,1459.78,One year,Electronic check,Fiber optic,4,16,6,Premium,No,Yes
CUST-2866,Female,19,28,57.73,1615.77,One year,Credit card,No,1,29,14,Premium,No,No
CUST-2867,Female,59,26,76.76,2005.06,Month-to-month,Bank transfer,Fiber optic,8,18,6,Basic,Yes,Yes
CUST-2868,Female,26,16,46.07,735.34,Month-to-month,Credit card,No,1,7,20,Standard,Yes,Yes
CUST-2869,Male,40,19,29.83,607.36,One year,Electronic check,No,1,9,13,Basic,No,No
CUST-2870,Male,32,40,36.5,1449.6,Two year,Mailed check,No,3,9,16,Standard,No,No
CUST-2871,Female,30,64,48.22,3080.02,Two year,Electronic check,DSL,4,15,15,Basic,No,No
CUST-2872,Female,40,13,59.35,770.74,Month-to-month,Electronic check,DSL,2,5,16,Standard,Yes,No
CUST-2873,Female,34,12,54.91,659.76,Month-to-month,Mailed check,Fiber optic,4,25,8,Basic,No,Yes
CUST-2874,Male,79,7,96.12,670.37,Month-to-month,Electronic check,Fiber optic,4,30,8,Premium,No,Yes
CUST-2875,Female,65,42,86.0,3608.53,Two year,Electronic check,Fiber optic,2,29,15,Standard,No,No
CUST-2876,Male,77,2,34.27,42.42,Month-to-month,Credit card,DSL,5,19,8,Basic,No,Yes
CUST-2877,Male,19,5,67.8,352.77,Month-to-month,Electronic check,DSL,4,27,7,Premium,No,Yes
CUST-2878,Male,37,31,56.62,1774.8,Month-to-month,Bank transfer,Fiber optic,6,7,15,Basic,No,Yes
CUST-2879,Female,37,1,69.84,69.84,Month-to-month,Electronic check,DSL,6,28,10,Premium,No,Yes
CUST-2880,Male,76,44,54.94,2416.48,Two year,Credit card,DSL,1,2,18,Standard,No,No
CUST-2881,Male,63,1,83.05,114.15,Month-to-month,Electronic check,DSL,0,1,13,Premium,Yes,Yes
CUST-2882,Female,20,7,37.49,247.36,Month-to-month,Bank transfer,DSL,7,9,17,Basic,No,Yes
CUST-2883,Male,72,2,73.67,151.45,Month-to-month,Electronic check,Fiber optic,2,7,20,Basic,Yes,No
CUST-2884,Male,29,15,83.14,1249.09,Month-to-month,Mailed check,Fiber optic,5,11,12,Standard,No,Yes
CUST-2885,Male,57,1,71.08,103.17,Month-to-month,Bank transfer,DSL,3,19,14,Premium,No,Yes
CUST-2886,Female,19,26,52.02,1389.67,Month-to-month,Electronic check,DSL,3,11,25,Basic,Yes,No
CUST-2887,Female,53,20,79.26,1601.12,One year,Electronic check,Fiber optic,3,8,16,Basic,Yes,Yes
CUST-2888,Male,31,13,68.67,963.56,Month-to-month,Credit card,Fiber optic,4,26,7,Basic,No,Yes
CUST-2889,Female,33,13,60.55,787.72,Month-to-month,Credit card,No,3,18,13,Premium,No,Yes
CUST-2890,Female,36,9,92.22,740.67,Month-to-month,Electronic check,Fiber optic,3,24,23,Standard,Yes,Yes
CUST-2891,Male,51,18,32.24,570.09,One year,Electronic check,No,2,25,12,Basic,Yes,No
CUST-2892,Female,61,12,63.48,752.74,One year,Electronic check,Fiber optic,3,21,9,Basic,No,Yes
CUST-2893,Female,78,20,80.31,1637.21,One year,Electronic check,Fiber optic,5,14,8,Standard,No,No
CUST-2894,Female,63,10,58.58,582.07,One year,Credit card,Fiber optic,2,30,10,Basic,No,Yes
CUST-2895,Male,23,27,51.91,1428.09,One year,Mailed check,DSL,1,13,17,Standard,No,No
CUST-2896,Female,30,1,45.64,61.73,Month-to-month,Mailed check,DSL,1,4,20,Basic,No,No
CUST-2897,Female,53,55,57.25,3154.64,Two year,Credit card,DSL,0,28,12,Standard,Yes,No
CUST-2898,Male,39,4,101.98,415.99,Month-to-month,Mailed check,Fiber optic,3,17,12,Premium,No,Yes
CUST-2899,Male,35,2,53.5,112.68,Month-to-month,Bank transfer,DSL,2,28,12,Standard,No,Yes
CUST-2900,Male,29,12,45.46,568.27,One year,Electronic check,DSL,3,11,18,Basic,Yes,No
CUST-2901,Male,69,20,78.62,1567.4,Month-to-month,Electronic check,Fiber optic,2,26,16,Standard,No,Yes
CUST-2902,Female,76,46,22.95,1048.06,Two year,Mailed check,No,1,5,14,Basic,No,No
CUST-2903,Male,71,4,70.44,289.97,Month-to-month,Electronic check,DSL,4,19,15,Premium,No,Yes
CUST-2904,Male,47,56,74.55,4178.7,Two year,Electronic check,Fiber optic,3,20,17,Basic,No,No
CUST-2905,Female,70,57,57.18,3255.09,Two year,Electronic check,DSL,2,28,16,Standard,No,No
CUST-2906,Male,68,42,22.55,990.81,Two year,Electronic check,No,2,10,14,Basic,No,No
CUST-2907,Female,57,37,42.7,1594.19,Two year,Mailed check,DSL,0,14,17,Basic,No,No
CUST-2908,Male,24,49,20.69,1002.63,Two year,Mailed check,No,2,21,9,Basic,No,No
CUST-2909,Male,49,24,68.78,1662.71,One year,Electronic check,DSL,3,22,8,Premium,No,No
CUST-2910,Male,65,4,50.51,183.21,Month-to-month,Electronic check,No,3,3,16,Premium,No,Yes
CUST-2911,Male,36,3,41.14,100.5,Month-to-month,Bank transfer,DSL,4,26,7,Basic,No,Yes
CUST-2912,Male,23,30,49.73,1507.93,One year,Electronic check,DSL,1,23,10,Basic,Yes,No
CUST-2913,Female,37,40,56.28,2234.02,Two year,Mailed check,DSL,1,13,18,Basic,Yes,No
CUST-2914,Female,44,26,45.77,1190.85,One year,Bank transfer,DSL,0,4,21,Basic,No,No
CUST-2915,Male,70,72,29.08,2072.96,Two year,Electronic check,No,2,22,15,Standard,No,No
CUST-2916,Female,60,55,79.84,4385.4,Two year,Bank transfer,Fiber optic,5,21,9,Basic,Yes,No
CUST-2917,Female,54,1,89.9,89.9,Month-to-month,Bank transfer,Fiber optic,4,26,7,Standard,Yes,Yes
CUST-2918,Female,65,4,33.48,132.03,Month-to-month,Electronic check,No,2,26,10,Standard,No,No
CUST-2919,Male,24,8,83.55,714.55,Month-to-month,Electronic check,Fiber optic,2,20,13,Standard,No,Yes
CUST-2920,Male,76,2,36.42,98.48,Month-to-month,Credit card,No,4,22,11,Standard,No,Yes
CUST-2921,Male,22,19,45.52,862.62,One year,Electronic check,DSL,0,10,23,Basic,Yes,No
CUST-2922,Female,28,43,24.03,1029.16,Two year,Credit card,No,3,19,6,Basic,No,No
CUST-2923,Female,32,33,54.57,1786.7,One year,Mailed check,DSL,1,6,17,Standard,No,No
CUST-2924,Male,20,1,78.95,78.95,Month-to-month,Electronic check,Fiber optic,4,12,10,Basic,Yes,Yes
CUST-2925,Male,75,7,64.93,451.53,Month-to-month,Electronic check,Fiber optic,6,18,2,Basic,No,Yes
CUST-2926,Female,22,4,99.02,422.74,Month-to-month,Mailed check,Fiber optic,7,23,12,Premium,No,Yes
CUST-2927,Female,40,9,94.74,789.48,Month-to-month,Mailed check,Fiber optic,3,25,17,Standard,Yes,Yes
CUST-2928,Female,70,3,70.98,233.37,Month-to-month,Bank transfer,Fiber optic,6,3,13,Basic,No,Yes
CUST-2929,Female,54,6,31.95,214.65,Month-to-month,Credit card,No,2,19,10,Standard,No,Yes
CUST-2930,Male,26,7,39.14,231.31,Month-to-month,Credit card,No,3,11,16,Basic,Yes,No
CUST-2931,Female,32,9,59.29,534.35,Month-to-month,Electronic check,No,5,13,6,Premium,Yes,Yes
CUST-2932,Female,20,27,24.01,639.54,Two year,Credit card,No,3,0,22,Basic,Yes,No
CUST-2933,Male,46,11,80.91,886.68,Month-to-month,Credit card,Fiber optic,5,7,12,Standard,No,Yes
CUST-2934,Female,23,1,44.1,48.39,Month-to-month,Credit card,No,2,15,17,Standard,Yes,Yes
CUST-2935,Female,34,26,19.99,526.1,Month-to-month,Mailed check,No,2,20,13,Basic,No,No
CUST-2936,Male,43,14,80.26,1096.23,Month-to-month,Bank transfer,Fiber optic,5,24,0,Standard,No,Yes
CUST-2937,Female,38,29,98.76,2896.58,One year,Mailed check,Fiber optic,3,18,12,Premium,No,Yes
CUST-2938,Female,25,24,36.68,870.81,One year,Electronic check,No,0,4,18,Standard,No,No
CUST-2939,Female,38,3,71.67,267.62,Month-to-month,Credit card,Fiber optic,3,13,15,Basic,No,No
CUST-2940,Male,74,30,79.39,2362.85,One year,Electronic check,Fiber optic,4,11,22,Standard,No,Yes
CUST-2941,Male,28,18,72.13,1277.19,Month-to-month,Electronic check,DSL,3,11,13,Premium,No,No
CUST-2942,Female,55,27,21.25,580.22,One year,Credit card,No,3,29,13,Basic,No,No
CUST-2943,Male,25,2,44.3,106.57,Month-to-month,Electronic check,No,4,30,3,Standard,No,Yes
CUST-2944,Female,59,1,59.93,85.4,Month-to-month,Credit card,Fiber optic,6,19,9,Basic,No,Yes
CUST-2945,Female,41,26,37.17,946.66,One year,Bank transfer,DSL,1,11,13,Basic,No,No
CUST-2946,Male,78,29,75.41,2180.22,Two year,Electronic check,Fiber optic,3,10,21,Basic,No,No
CUST-2947,Female,52,24,93.89,2290.68,One year,Mailed check,Fiber optic,2,14,19,Premium,No,No
CUST-2948,Female,72,20,72.14,1435.42,Month-to-month,Bank transfer,Fiber optic,5,6,7,Standard,No,Yes
CUST-2949,Male,31,11,74.92,841.93,Month-to-month,Mailed check,Fiber optic,3,9,18,Basic,No,Yes
CUST-2950,Female,72,57,55.14,3105.1,Two year,Credit card,No,0,29,9,Premium,Yes,No
CUST-2951,Female,31,7,80.49,531.18,Month-to-month,Credit card,Fiber optic,3,4,17,Standard,No,Yes
CUST-2952,Female,27,1,95.39,114.71,Month-to-month,Electronic check,Fiber optic,2,14,11,Standard,Yes,No
CUST-2953,Female,29,3,34.5,100.53,Month-to-month,Electronic check,No,2,1,23,Basic,Yes,No
CUST-2954,Male,55,1,90.62,105.74,Month-to-month,Credit card,Fiber optic,3,21,8,Premium,No,Yes
CUST-2955,Female,61,3,66.93,188.24,Month-to-month,Mailed check,DSL,5,12,13,Standard,No,Yes
CUST-2956,Female,72,1,82.64,82.64,Month-to-month,Electronic check,Fiber optic,10,13,10,Standard,No,Yes
CUST-2957,Female,63,1,64.79,66.64,Month-to-month,Credit card,Fiber optic,4,19,7,Basic,No,Yes
CUST-2958,Female,51,53,25.01,1297.59,Two year,Credit card,No,1,5,17,Basic,Yes,No
CUST-2959,Male,58,1,22.41,24.91,Month-to-month,Bank transfer,No,4,30,7,Basic,No,Yes
CUST-2960,Female,27,10,102.5,1005.69,Month-to-month,Mailed check,Fiber optic,4,0,19,Premium,No,Yes
CUST-2961,Male,75,8,48.58,401.69,One year,Bank transfer,DSL,1,14,17,Basic,Yes,No
CUST-2962,Male,34,34,46.25,1567.1,One year,Bank transfer,DSL,0,10,24,Standard,No,No
CUST-2963,Male,34,10,61.48,608.76,Month-to-month,Credit card,Fiber optic,3,12,12,Basic,No,Yes
CUST-2964,Female,20,57,63.34,3617.21,Two year,Credit card,Fiber optic,4,27,12,Basic,No,No
CUST-2965,Female,79,10,57.38,592.38,Month-to-month,Mailed check,Fiber optic,8,16,11,Basic,No,Yes
CUST-2966,Female,48,42,82.62,3473.69,Two year,Bank transfer,Fiber optic,2,3,22,Standard,No,No
CUST-2967,Female,68,7,38.67,306.34,Month-to-month,Credit card,No,5,22,16,Standard,No,Yes
CUST-2968,Female,18,4,46.42,220.5,Month-to-month,Electronic check,No,1,10,7,Premium,No,No
CUST-2969,Female,29,44,74.22,3251.64,Two year,Electronic check,DSL,2,30,3,Premium,No,No
CUST-2970,Male,56,16,60.42,944.37,One year,Credit card,Fiber optic,2,22,12,Basic,No,No
CUST-2971,Male,21,8,73.34,562.27,Month-to-month,Electronic check,Fiber optic,8,0,5,Standard,No,Yes
CUST-2972,Male,59,7,44.73,349.16,Month-to-month,Electronic check,DSL,6,13,6,Basic,Yes,Yes
CUST-2973,Female,30,2,90.86,157.36,Month-to-month,Electronic check,Fiber optic,10,20,7,Premium,No,Yes
CUST-2974,Female,51,23,43.94,1002.85,One year,Electronic check,DSL,4,21,6,Basic,No,Yes
CUST-2975,Male,59,5,57.78,289.12,Month-to-month,Electronic check,DSL,3,4,10,Standard,No,Yes
CUST-2976,Male,38,17,60.42,1062.56,Month-to-month,Electronic check,Fiber optic,5,22,5,Basic,No,Yes
CUST-2977,Female,39,11,61.63,651.72,Month-to-month,Credit card,Fiber optic,4,21,10,Basic,No,Yes
CUST-2978,Male,74,26,73.85,1941.84,One year,Bank transfer,Fiber optic,5,20,9,Basic,No,Yes
CUST-2979,Female,21,44,69.09,3040.24,Two year,Bank transfer,Fiber optic,1,4,20,Basic,No,No
CUST-2980,Female,35,23,32.95,755.3,One year,Electronic check,DSL,2,24,10,Basic,No,No
CUST-2981,Male,22,1,86.63,86.63,Month-to-month,Bank transfer,Fiber optic,8,2,18,Standard,No,Yes
CUST-2982,Male,36,39,91.28,3545.84,Two year,Bank transfer,Fiber optic,3,8,25,Standard,No,No
CUST-2983,Female,19,32,64.87,2067.53,One year,Bank transfer,Fiber optic,3,12,18,Basic,No,No
CUST-2984,Female,29,52,19.99,1025.0,Two year,Electronic check,No,1,10,16,Basic,No,No
CUST-2985,Female,34,1,62.87,62.87,Month-to-month,Mailed check,Fiber optic,6,17,7,Basic,No,Yes
CUST-2986,Female,27,4,103.45,390.26,Month-to-month,Credit card,Fiber optic,4,9,9,Premium,Yes,Yes
CUST-2987,Male,51,24,78.84,1915.81,One year,Bank transfer,Fiber optic,0,22,10,Basic,Yes,No
CUST-2988,Female,23,15,31.84,470.6,Month-to-month,Bank transfer,No,2,5,20,Standard,No,Yes
CUST-2989,Female,25,26,23.83,633.0,Month-to-month,Mailed check,No,3,23,13,Basic,No,No
CUST-2990,Female,78,51,40.0,2036.45,Two year,Mailed check,DSL,0,8,19,Basic,No,No
CUST-2991,Male,68,34,62.05,2105.81,Two year,Bank transfer,Fiber optic,4,12,7,Basic,No,No
CUST-2992,Female,28,62,41.79,2589.46,Two year,Electronic check,DSL,1,21,14,Basic,No,No
CUST-2993,Female,74,21,19.99,434.4,One year,Bank transfer,No,1,17,9,Basic,No,No
CUST-2994,Male,29,4,71.81,273.52,Month-to-month,Credit card,Fiber optic,2,9,17,Basic,Yes,Yes
CUST-2995,Male,26,19,19.99,376.73,Month-to-month,Bank transfer,No,6,14,11,Basic,No,Yes
CUST-2996,Female,19,5,79.92,417.68,Month-to-month,Electronic check,Fiber optic,1,11,24,Standard,No,Yes
CUST-2997,Male,25,19,62.61,1211.27,Month-to-month,Electronic check,Fiber optic,7,19,2,Basic,No,Yes
CUST-2998,Male,75,13,19.99,289.58,Month-to-month,Bank transfer,No,5,29,7,Basic,No,Yes
CUST-2999,Male,28,33,30.45,985.6,Month-to-month,Credit card,No,3,14,12,Basic,Yes,No
CUST-3000,Female,77,22,71.03,1549.87,One year,Mailed check,DSL,0,13,21,Premium,No,No
CUST-3001,Female,70,24,92.0,2204.03,One year,Mailed check,Fiber optic,2,18,12,Standard,Yes,Yes
CUST-3002,Female,53,50,81.84,4065.7,Two year,Electronic check,Fiber optic,1,18,7,Standard,No,No
CUST-3003,Male,27,26,71.6,1879.05,One year,Bank transfer,Fiber optic,4,20,8,Basic,No,Yes
CUST-3004,Female,38,27,59.56,1613.89,One year,Bank transfer,Fiber optic,2,9,14,Basic,No,No
CUST-3005,Female,37,30,72.93,2184.81,One year,Credit card,Fiber optic,2,0,21,Basic,No,No
CUST-3006,Female,65,59,58.31,3460.88,Two year,Electronic check,Fiber optic,2,24,20,Basic,No,No
CUST-3007,Female,25,19,71.24,1338.45,One year,Bank transfer,DSL,2,19,6,Standard,Yes,Yes
CUST-3008,Male,53,65,97.51,6360.72,Two year,Mailed check,Fiber optic,3,6,23,Premium,No,No
CUST-3009,Female,46,27,67.42,1855.18,Two year,Mailed check,DSL,2,22,16,Premium,No,No
CUST-3010,Male,59,40,37.9,1522.16,Two year,Credit card,DSL,0,22,10,Basic,Yes,No
CUST-3011,Female,29,1,57.52,57.52,Month-to-month,Electronic check,Fiber optic,8,10,16,Basic,No,Yes
CUST-3012,Male,78,4,36.83,150.69,Month-to-month,Electronic check,DSL,8,20,8,Basic,No,Yes
CUST-3013,Male,31,18,67.23,1182.36,Month-to-month,Bank transfer,Fiber optic,4,30,7,Basic,No,Yes
CUST-3014,Male,65,8,92.33,734.71,Month-to-month,Mailed check,Fiber optic,6,3,12,Premium,No,Yes
CUST-3015,Female,71,1,64.81,105.97,Month-to-month,Electronic check,Fiber optic,3,3,20,Basic,No,Yes
CUST-3016,Male,67,13,102.82,1379.16,Month-to-month,Mailed check,Fiber optic,7,28,5,Premium,Yes,Yes
CUST-3017,Female,38,21,90.84,1909.47,Month-to-month,Mailed check,Fiber optic,5,20,11,Standard,Yes,Yes
CUST-3018,Male,39,14,33.08,452.23,Month-to-month,Credit card,DSL,2,21,8,Basic,No,Yes
CUST-3019,Male,38,19,19.99,400.39,One year,Electronic check,No,6,9,22,Basic,No,No
CUST-3020,Female,61,3,47.63,142.17,Month-to-month,Credit card,No,1,22,7,Standard,Yes,Yes
CUST-3021,Male,67,26,62.63,1647.31,One year,Electronic check,DSL,1,4,29,Basic,Yes,No
CUST-3022,Male,47,19,69.21,1300.13,One year,Electronic check,Fiber optic,3,28,10,Basic,No,Yes
CUST-3023,Female,56,24,64.07,1543.79,One year,Electronic check,Fiber optic,1,15,21,Basic,No,No
CUST-3024,Male,37,35,36.81,1281.13,Two year,Credit card,DSL,3,27,15,Basic,No,No
CUST-3025,Male,41,3,92.29,276.76,Month-to-month,Electronic check,Fiber optic,1,11,18,Standard,Yes,Yes
CUST-3026,Male,40,3,60.81,171.01,Month-to-month,Bank transfer,Fiber optic,4,24,12,Basic,No,Yes
CUST-3027,Female,24,1,55.72,55.72,Month-to-month,Mailed check,DSL,8,29,5,Standard,No,Yes
CUST-3028,Female,26,10,36.58,371.86,Month-to-month,Credit card,No,3,24,7,Standard,No,Yes
CUST-3029,Female,18,29,64.01,1870.21,One year,Credit card,Fiber optic,8,0,14,Basic,No,No
CUST-3030,Female,43,1,94.86,94.86,Month-to-month,Bank transfer,Fiber optic,6,4,17,Standard,Yes,Yes
CUST-3031,Male,55,13,64.53,867.89,Month-to-month,Credit card,Fiber optic,3,17,9,Basic,No,Yes
CUST-3032,Male,55,14,52.75,712.76,Month-to-month,Bank transfer,DSL,7,3,15,Standard,No,Yes
CUST-3033,Female,71,8,62.45,469.68,Month-to-month,Credit card,Fiber optic,6,26,2,Basic,No,Yes
CUST-3034,Male,78,20,68.54,1358.93,One year,Electronic check,Fiber optic,0,14,18,Basic,Yes,No
CUST-3035,Male,61,27,57.89,1563.24,One year,Electronic check,Fiber optic,3,22,10,Basic,No,Yes
CUST-3036,Male,39,6,83.0,530.48,Month-to-month,Bank transfer,Fiber optic,1,25,12,Standard,No,Yes
CUST-3037,Male,61,9,57.39,512.79,Month-to-month,Mailed check,DSL,4,5,14,Basic,Yes,No
CUST-3038,Female,27,8,50.74,387.0,Month-to-month,Mailed check,DSL,2,6,14,Basic,No,Yes
CUST-3039,Male,72,1,45.59,45.59,Month-to-month,Mailed check,DSL,2,18,12,Basic,No,Yes
CUST-3040,Female,79,32,22.6,724.82,Two year,Electronic check,No,0,13,15,Basic,No,No
CUST-3041,Male,75,6,66.54,377.71,Month-to-month,Bank transfer,DSL,0,14,21,Standard,Yes,Yes
CUST-3042,Female,23,17,61.55,1084.95,One year,Electronic check,DSL,3,20,15,Standard,No,No
CUST-3043,Male,34,52,58.16,2977.49,Two year,Credit card,No,0,15,18,Premium,Yes,No
CUST-3044,Male,68,11,84.01,908.85,Month-to-month,Credit card,Fiber optic,3,21,12,Basic,Yes,Yes
CUST-3045,Female,67,1,64.8,64.8,Month-to-month,Credit card,Fiber optic,4,14,16,Basic,No,Yes
CUST-3046,Female,55,65,56.3,3640.0,Two year,Electronic check,DSL,1,26,15,Standard,No,No
CUST-3047,Male,41,49,90.12,4429.34,Two year,Mailed check,Fiber optic,4,5,20,Standard,Yes,No
CUST-3048,Male,68,1,45.63,45.63,Month-to-month,Credit card,DSL,2,5,17,Basic,No,Yes
CUST-3049,Male,27,30,89.94,2710.61,One year,Credit card,Fiber optic,0,24,6,Standard,Yes,No
CUST-3050,Male,73,51,37.02,1919.61,Two year,Bank transfer,No,4,5,17,Standard,No,No
CUST-3051,Male,25,1,68.9,93.64,Month-to-month,Mailed check,Fiber optic,3,11,24,Basic,Yes,Yes
CUST-3052,Male,38,72,54.03,3893.35,Two year,Mailed check,DSL,2,1,18,Standard,No,No
CUST-3053,Male,73,11,70.24,772.68,Month-to-month,Bank transfer,Fiber optic,3,24,11,Basic,No,Yes
CUST-3054,Male,23,21,90.78,1924.06,Month-to-month,Electronic check,Fiber optic,9,3,20,Premium,No,Yes
CUST-3055,Female,38,47,79.87,3748.16,Two year,Bank transfer,Fiber optic,5,22,3,Standard,No,No
CUST-3056,Female,74,23,64.8,1480.65,Two year,Credit card,Fiber optic,4,5,12,Basic,No,Yes
CUST-3057,Female,79,1,62.08,62.08,Month-to-month,Bank transfer,Fiber optic,3,30,9,Basic,No,Yes
CUST-3058,Male,56,21,110.09,2318.06,Month-to-month,Mailed check,Fiber optic,10,24,8,Premium,Yes,Yes
CUST-3059,Male,41,17,47.47,785.87,One year,Mailed check,No,1,9,22,Standard,Yes,No
CUST-3060,Female,50,20,24.51,476.05,One year,Credit card,No,1,28,7,Basic,No,No
CUST-3061,Male,76,20,70.26,1447.28,One year,Bank transfer,DSL,7,18,12,Standard,Yes,Yes
CUST-3062,Male,35,47,80.16,3781.0,Two year,Bank transfer,Fiber optic,1,23,8,Standard,No,No
CUST-3063,Female,73,46,47.87,2210.09,Two year,Bank transfer,DSL,2,4,19,Basic,No,No
CUST-3064,Female,45,1,58.92,,Month-to-month,Bank transfer,Fiber optic,1,5,8,Basic,No,Yes
CUST-3065,Female,74,1,54.25,69.68,Month-to-month,Bank transfer,DSL,6,13,5,Standard,No,Yes
CUST-3066,Male,69,16,75.74,1191.51,Month-to-month,Mailed check,Fiber optic,4,14,13,Basic,Yes,Yes
CUST-3067,Male,49,23,66.3,1494.4,One year,Mailed check,Fiber optic,3,18,17,Basic,Yes,Yes
CUST-3068,Female,29,23,72.07,1646.56,One year,Mailed check,DSL,2,18,16,Standard,Yes,No
CUST-3069,Male,65,7,25.66,156.03,Month-to-month,Electronic check,No,2,6,11,Basic,Yes,No
CUST-3070,Female,59,9,65.34,597.36,Month-to-month,Electronic check,Fiber optic,4,21,12,Basic,No,Yes
CUST-3071,Female,44,3,68.77,213.63,Month-to-month,Electronic check,Fiber optic,6,17,10,Basic,No,Yes
CUST-3072,Female,27,3,91.59,279.33,Month-to-month,Credit card,Fiber optic,2,25,13,Standard,No,Yes
CUST-3073,Male,63,9,26.68,251.79,Month-to-month,Electronic check,No,4,28,17,Standard,No,Yes
CUST-3074,Male,74,3,67.98,214.74,Month-to-month,Electronic check,DSL,4,11,11,Standard,Yes,Yes
CUST-3075,Female,69,6,73.62,428.18,Month-to-month,Electronic check,Fiber optic,2,7,21,Basic,Yes,Yes
CUST-3076,Female,59,5,83.24,425.8,Month-to-month,Bank transfer,Fiber optic,5,27,8,Standard,No,Yes
CUST-3077,Female,49,28,64.69,1817.6,One year,Electronic check,No,2,20,18,Premium,Yes,No
CUST-3078,Male,59,5,67.09,,Month-to-month,Mailed check,Fiber optic,3,22,13,Basic,No,Yes
CUST-3079,Male,43,54,65.4,3524.45,Two year,Electronic check,Fiber optic,2,2,15,Basic,No,No
CUST-3080,Female,42,29,29.72,878.93,One year,Credit card,No,2,14,15,Standard,No,Yes
CUST-3081,Female,28,26,19.99,493.43,One year,Credit card,No,2,9,18,Basic,No,No
CUST-3082,Female,40,20,79.03,1587.27,One year,Credit card,Fiber optic,2,20,8,Basic,Yes,No
CUST-3083,Male,51,8,35.7,283.43,Month-to-month,Mailed check,DSL,8,27,0,Basic,No,Yes
CUST-3084,Female,74,8,67.13,536.48,Month-to-month,Bank transfer,Fiber optic,6,18,13,Basic,No,Yes
CUST-3085,Female,69,39,81.51,3173.21,Two year,Mailed check,Fiber optic,2,11,22,Basic,Yes,No
CUST-3086,Female,57,23,58.51,1354.15,One year,Electronic check,Fiber optic,2,2,18,Basic,No,No
CUST-3087,Male,79,33,111.53,3648.95,Two year,Mailed check,Fiber optic,1,27,14,Premium,Yes,No
CUST-3088,Male,40,23,61.36,1416.32,One year,Electronic check,DSL,6,13,17,Standard,No,Yes
CUST-3089,Female,46,13,81.71,1041.26,Month-to-month,Bank transfer,Fiber optic,5,16,8,Standard,No,Yes
CUST-3090,Male,48,4,46.92,208.31,Month-to-month,Electronic check,DSL,5,26,1,Basic,Yes,Yes
CUST-3091,Male,24,33,67.66,2206.92,One year,Mailed check,DSL,0,2,19,Standard,Yes,No
CUST-3092,Female,57,11,74.11,767.29,Month-to-month,Mailed check,Fiber optic,6,6,12,Basic,Yes,Yes
